YearQuarter,Race_Ethnic,EDUC_LTD,Child_Status,Unemp,in_LF,WTFINL
2021Q2,"Black, Non-Hispanic",High School Diploma,Older Children,1,1,203433.2623
2021Q2,"Black, Non-Hispanic",High School Diploma,Child < 5,0,0,439219.7462
2021Q2,"Black, Non-Hispanic",High School Diploma,Child < 5,0,1,691933.7691
2021Q2,"Black, Non-Hispanic",High School Diploma,Child < 5,1,1,146337.3237
2021Q2,"Black, Non-Hispanic",Some College,No Children,0,0,707050.6818
2021Q2,"Black, Non-Hispanic",Some College,No Children,0,1,2263818.7092
2021Q2,"Black, Non-Hispanic",Some College,No Children,1,1,229018.3041
2021Q2,"Black, Non-Hispanic",Some College,Older Children,0,0,679599.0381
2021Q2,"Black, Non-Hispanic",Some College,Older Children,0,1,2785762.3835
2021Q2,"Black, Non-Hispanic",Some College,Older Children,1,1,268544.0057
2021Q2,"Black, Non-Hispanic",Some College,Child < 5,0,0,340907.3963
2021Q2,"Black, Non-Hispanic",Some College,Child < 5,0,1,923550.9478
2021Q2,"Black, Non-Hispanic",Some College,Child < 5,1,1,64206.2127
2021Q2,"Black, Non-Hispanic",College +,No Children,0,0,619800.1454
2021Q2,"Black, Non-Hispanic",College +,No Children,0,1,3791227.0896
2021Q2,"Black, Non-Hispanic",College +,No Children,1,1,197245.9184
2021Q2,"Black, Non-Hispanic",College +,Older Children,0,0,342625.5431
2021Q2,"Black, Non-Hispanic",College +,Older Children,0,1,2597393.3255
2021Q2,"Black, Non-Hispanic",College +,Older Children,1,1,91176.0944
2021Q2,"Black, Non-Hispanic",College +,Child < 5,0,0,153278.6559
2021Q2,"Black, Non-Hispanic",College +,Child < 5,0,1,1063852.4809
2021Q2,"Black, Non-Hispanic",College +,Child < 5,1,1,65340.4574
2021Q2,Hispanic,< HS,No Children,0,0,685927.3175
2021Q2,Hispanic,< HS,No Children,0,1,693607.8874
2021Q2,Hispanic,< HS,No Children,1,1,88629.5796
2021Q2,Hispanic,< HS,Older Children,0,0,2317984.4026
2021Q2,Hispanic,< HS,Older Children,0,1,2221543.2188
2021Q2,Hispanic,< HS,Older Children,1,1,192327.2374
2021Q2,Hispanic,< HS,Child < 5,0,0,976413.5846
2021Q2,Hispanic,< HS,Child < 5,0,1,464660.2566
2021Q2,Hispanic,< HS,Child < 5,1,1,68986.4848
2021Q2,Hispanic,High School Diploma,No Children,0,0,1056432.2858
2021Q2,Hispanic,High School Diploma,No Children,0,1,2200745.2977
2021Q2,Hispanic,High School Diploma,No Children,1,1,180741.3933
2021Q2,Hispanic,High School Diploma,Older Children,0,0,1953335.1829
2021Q2,Hispanic,High School Diploma,Older Children,0,1,3191951.2521
2021Q2,Hispanic,High School Diploma,Older Children,1,1,277973.5615
2021Q2,Hispanic,High School Diploma,Child < 5,0,0,1138651.951
2021Q2,Hispanic,High School Diploma,Child < 5,0,1,1111668.3485
2021Q2,Hispanic,High School Diploma,Child < 5,1,1,79533.8211
2021Q2,Hispanic,Some College,No Children,0,0,621703.3151
2021Q2,Hispanic,Some College,No Children,0,1,2537867.8851
2021Q2,Hispanic,Some College,No Children,1,1,183834.9115
2021Q2,Hispanic,Some College,Older Children,0,0,1050395.7738
2021Q2,Hispanic,Some College,Older Children,0,1,2974165.9223
2021Q2,Hispanic,Some College,Older Children,1,1,243713.4365
2021Q2,Hispanic,Some College,Child < 5,0,0,855300.5892
2021Q2,Hispanic,Some College,Child < 5,0,1,1000633.3479
2021Q2,Hispanic,Some College,Child < 5,1,1,120954.9632
2021Q2,Hispanic,College +,No Children,0,0,565187.8796
2021Q2,Hispanic,College +,No Children,0,1,3295085.0144
2021Q2,Hispanic,College +,No Children,1,1,200915.01
2021Q2,Hispanic,College +,Older Children,0,0,694273.2887
2021Q2,Hispanic,College +,Older Children,0,1,2589214.8289
2021Q2,Hispanic,College +,Older Children,1,1,114396.8803
2021Q2,Hispanic,College +,Child < 5,0,0,430365.9755
2021Q2,Hispanic,College +,Child < 5,0,1,1137474.3346
2021Q2,Hispanic,College +,Child < 5,1,1,50990.5731
2021Q2,"White, Non-Hispanic",< HS,No Children,0,0,864967.6332
2021Q2,"White, Non-Hispanic",< HS,No Children,0,1,576444.6975
2021Q2,"White, Non-Hispanic",< HS,No Children,1,1,57970.656
2021Q2,"White, Non-Hispanic",< HS,Older Children,0,0,860479.3782
2021Q2,"White, Non-Hispanic",< HS,Older Children,0,1,647982.5991
2021Q2,"White, Non-Hispanic",< HS,Older Children,1,1,74843.0819
2021Q2,"White, Non-Hispanic",< HS,Child < 5,0,0,351959.1217
2021Q2,"White, Non-Hispanic",< HS,Child < 5,0,1,154324.849
2021Q2,"White, Non-Hispanic",< HS,Child < 5,1,1,34412.3394
2021Q2,"White, Non-Hispanic",High School Diploma,No Children,0,0,3311526.2144
2021Q2,"White, Non-Hispanic",High School Diploma,No Children,0,1,5957396.3612
2021Q2,"White, Non-Hispanic",High School Diploma,No Children,1,1,419015.3264
2021Q2,"White, Non-Hispanic",High School Diploma,Older Children,0,0,2349541.3164
2021Q2,"White, Non-Hispanic",High School Diploma,Older Children,0,1,5934544.2835
2021Q2,"White, Non-Hispanic",High School Diploma,Older Children,1,1,330629.3299
2021Q2,"White, Non-Hispanic",High School Diploma,Child < 5,0,0,1509539.1872
2021Q2,"White, Non-Hispanic",High School Diploma,Child < 5,0,1,1647607.1013
2021Q2,"White, Non-Hispanic",High School Diploma,Child < 5,1,1,145627.6828
2021Q2,"White, Non-Hispanic",Some College,No Children,0,0,2579633.7395
2021Q2,"White, Non-Hispanic",Some College,No Children,0,1,8415311.433
2021Q2,"White, Non-Hispanic",Some College,No Children,1,1,417186.8996
2021Q2,"White, Non-Hispanic",Some College,Older Children,0,0,2710386.2235
2021Q2,"White, Non-Hispanic",Some College,Older Children,0,1,8804743.1701
2021Q2,"White, Non-Hispanic",Some College,Older Children,1,1,365617.2142
2021Q2,"White, Non-Hispanic",Some College,Child < 5,0,0,1786072.904
2021Q2,"White, Non-Hispanic",Some College,Child < 5,0,1,2839634.0373
2021Q2,"White, Non-Hispanic",Some College,Child < 5,1,1,161686.2673
2021Q2,"White, Non-Hispanic",College +,No Children,0,0,2964099.7322
2021Q2,"White, Non-Hispanic",College +,No Children,0,1,20656603.123
2021Q2,"White, Non-Hispanic",College +,No Children,1,1,685948.3658
2021Q2,"White, Non-Hispanic",College +,Older Children,0,0,3172393.3705
2021Q2,"White, Non-Hispanic",College +,Older Children,0,1,16421988.094
2021Q2,"White, Non-Hispanic",College +,Older Children,1,1,339689.4661
2021Q2,"White, Non-Hispanic",College +,Child < 5,0,0,2306407.9729
2021Q2,"White, Non-Hispanic",College +,Child < 5,0,1,8115591.684
2021Q2,"White, Non-Hispanic",College +,Child < 5,1,1,125077.2832
2021Q2,All Other,< HS,No Children,0,0,103592.6906
2021Q2,All Other,< HS,No Children,0,1,130547.9387
2021Q2,All Other,< HS,No Children,1,1,3220.0503
2021Q2,All Other,< HS,Older Children,0,0,223927.9949
2021Q2,All Other,< HS,Older Children,0,1,214634.4699
2021Q2,All Other,< HS,Older Children,1,1,44185.206
2021Q2,All Other,< HS,Child < 5,0,0,104772.395
2021Q2,All Other,< HS,Child < 5,0,1,68818.6768
2021Q2,All Other,< HS,Child < 5,1,1,5152.0289
2021Q2,All Other,High School Diploma,No Children,0,0,435822.4026
2021Q2,All Other,High School Diploma,No Children,0,1,608828.674
2021Q2,All Other,High School Diploma,No Children,1,1,80089.7278
2021Q2,All Other,High School Diploma,Older Children,0,0,585560.4042
2021Q2,All Other,High School Diploma,Older Children,0,1,993532.6511
2021Q2,All Other,High School Diploma,Older Children,1,1,74147.6663
2021Q2,All Other,High School Diploma,Child < 5,0,0,195865.7042
2021Q2,All Other,High School Diploma,Child < 5,0,1,192278.3723
2021Q2,All Other,High School Diploma,Child < 5,1,1,43217.9875
2021Q2,All Other,Some College,No Children,0,0,291550.2014
2021Q2,All Other,Some College,No Children,0,1,1050532.307
2021Q2,All Other,Some College,No Children,1,1,110662.4552
2021Q2,All Other,Some College,Older Children,0,0,431887.1169
2021Q2,All Other,Some College,Older Children,0,1,1065343.3529
2021Q2,All Other,Some College,Older Children,1,1,66564.7595
2021Q2,All Other,Some College,Child < 5,0,0,345900.9911
2021Q2,All Other,Some College,Child < 5,0,1,368075.1346
2021Q2,All Other,Some College,Child < 5,1,1,23956.0267
2021Q2,All Other,College +,No Children,0,0,939942.0481
2021Q2,All Other,College +,No Children,0,1,4255596.5381
2021Q2,All Other,College +,No Children,1,1,209735.9039
2021Q2,All Other,College +,Older Children,0,0,1090265.0738
2021Q2,All Other,College +,Older Children,0,1,3107458.0645
2021Q2,All Other,College +,Older Children,1,1,118387.6802
2021Q2,All Other,College +,Child < 5,0,0,750694.7774
2021Q2,All Other,College +,Child < 5,0,1,1429357.9232
2021Q2,All Other,College +,Child < 5,1,1,19822.9536
2021Q3,"Black, Non-Hispanic",< HS,No Children,0,0,281161.3356
2021Q3,"Black, Non-Hispanic",< HS,No Children,0,1,133635.8822
2021Q3,"Black, Non-Hispanic",< HS,No Children,1,1,41376.9889
2021Q3,"Black, Non-Hispanic",< HS,Older Children,0,0,239170.4991
2021Q3,"Black, Non-Hispanic",< HS,Older Children,0,1,289328.0953
2021Q3,"Black, Non-Hispanic",< HS,Older Children,1,1,87584.2665
2021Q3,"Black, Non-Hispanic",< HS,Child < 5,0,0,154826.0827
2021Q3,"Black, Non-Hispanic",< HS,Child < 5,0,1,146335.7232
2021Q3,"Black, Non-Hispanic",< HS,Child < 5,1,1,23706.3921
2021Q3,"Black, Non-Hispanic",High School Diploma,No Children,0,0,1054040.1297
2021Q3,"Black, Non-Hispanic",High School Diploma,No Children,0,1,2046669.3252
2021Q3,"Black, Non-Hispanic",High School Diploma,No Children,1,1,188068.2199
2021Q3,"Black, Non-Hispanic",High School Diploma,Older Children,0,0,807873.0039
2021Q3,"Black, Non-Hispanic",High School Diploma,Older Children,0,1,1983704.1454
2021Q3,"Black, Non-Hispanic",High School Diploma,Older Children,1,1,260288.3612
2021Q3,"Black, Non-Hispanic",High School Diploma,Child < 5,0,0,390808.5267
2021Q3,"Black, Non-Hispanic",High School Diploma,Child < 5,0,1,543305.229
2021Q3,"Black, Non-Hispanic",High School Diploma,Child < 5,1,1,148303.5488
2021Q3,"Black, Non-Hispanic",Some College,No Children,0,0,821175.4103
2021Q3,"Black, Non-Hispanic",Some College,No Children,0,1,2337795.2144
2021Q3,"Black, Non-Hispanic",Some College,No Children,1,1,219297.3798
2021Q3,"Black, Non-Hispanic",Some College,Older Children,0,0,610201.3972
2021Q3,"Black, Non-Hispanic",Some College,Older Children,0,1,2718609.1646
2021Q3,"Black, Non-Hispanic",Some College,Older Children,1,1,207261.3431
2021Q3,"Black, Non-Hispanic",Some College,Child < 5,0,0,376869.8003
2021Q3,"Black, Non-Hispanic",Some College,Child < 5,0,1,902107.8359
2021Q3,"Black, Non-Hispanic",Some College,Child < 5,1,1,91095.2166
2021Q3,"Black, Non-Hispanic",College +,No Children,0,0,541664.43
2021Q3,"Black, Non-Hispanic",College +,No Children,0,1,3861372.6137
2021Q3,"Black, Non-Hispanic",College +,No Children,1,1,202344.8643
2021Q3,"Black, Non-Hispanic",College +,Older Children,0,0,442527.0255
2021Q3,"Black, Non-Hispanic",College +,Older Children,0,1,2953014.1646
2021Q3,"Black, Non-Hispanic",College +,Older Children,1,1,64179.1334
2021Q3,"Black, Non-Hispanic",College +,Child < 5,0,0,183872.1459
2021Q3,"Black, Non-Hispanic",College +,Child < 5,0,1,959747.0269
2021Q3,"Black, Non-Hispanic",College +,Child < 5,1,1,51293.3876
2021Q3,Hispanic,< HS,No Children,0,0,644282.2022
2021Q3,Hispanic,< HS,No Children,0,1,727906.8007
2021Q3,Hispanic,< HS,No Children,1,1,43749.7669
2021Q3,Hispanic,< HS,Older Children,0,0,2279619.2585
2021Q3,Hispanic,< HS,Older Children,0,1,2305551.5525
2021Q3,Hispanic,< HS,Older Children,1,1,248343.6438
2021Q3,Hispanic,< HS,Child < 5,0,0,764943.7413
2021Q3,Hispanic,< HS,Child < 5,0,1,527154.7656
2021Q3,Hispanic,< HS,Child < 5,1,1,75047.7396
2021Q3,Hispanic,High School Diploma,No Children,0,0,987068.1744
2021Q3,Hispanic,High School Diploma,No Children,0,1,2062955.4206
2021Q3,Hispanic,High School Diploma,No Children,1,1,199293.8612
2021Q3,Hispanic,High School Diploma,Older Children,0,0,1933080.9363
2021Q3,Hispanic,High School Diploma,Older Children,0,1,3528759.5781
2021Q3,Hispanic,High School Diploma,Older Children,1,1,160472.5551
2021Q3,Hispanic,High School Diploma,Child < 5,0,0,1276659.2417
2021Q3,Hispanic,High School Diploma,Child < 5,0,1,911975.8832
2021Q3,Hispanic,High School Diploma,Child < 5,1,1,99730.1025
2021Q3,Hispanic,Some College,No Children,0,0,760455.5601
2021Q3,Hispanic,Some College,No Children,0,1,2641501.2203
2021Q3,Hispanic,Some College,No Children,1,1,143714.688
2021Q3,Hispanic,Some College,Older Children,0,0,993143.6486
2021Q3,Hispanic,Some College,Older Children,0,1,2808686.6082
2021Q3,Hispanic,Some College,Older Children,1,1,144485.4224
2021Q3,Hispanic,Some College,Child < 5,0,0,914109.5502
2021Q3,Hispanic,Some College,Child < 5,0,1,1047445.8932
2021Q3,Hispanic,Some College,Child < 5,1,1,79087.1077
2021Q3,Hispanic,College +,No Children,0,0,554921.7231
2021Q3,Hispanic,College +,No Children,0,1,3219909.4772
2021Q3,Hispanic,College +,No Children,1,1,154002.7327
2021Q3,Hispanic,College +,Older Children,0,0,723768.8986
2021Q3,Hispanic,College +,Older Children,0,1,2809661.7214
2021Q3,Hispanic,College +,Older Children,1,1,129397.273
2021Q3,Hispanic,College +,Child < 5,0,0,441712.7292
2021Q3,Hispanic,College +,Child < 5,0,1,1312987.119
2021Q3,Hispanic,College +,Child < 5,1,1,21484.4026
2021Q3,"White, Non-Hispanic",< HS,No Children,0,0,816959.417
2021Q3,"White, Non-Hispanic",< HS,No Children,0,1,613371.671
2021Q3,"White, Non-Hispanic",< HS,No Children,1,1,57127.5684
2021Q3,"White, Non-Hispanic",< HS,Older Children,0,0,656495.4738
2021Q3,"White, Non-Hispanic",< HS,Older Children,0,1,717062.3184
2021Q3,"White, Non-Hispanic",< HS,Older Children,1,1,76809.3724
2021Q3,"White, Non-Hispanic",< HS,Child < 5,0,0,347509.0189
2021Q3,"White, Non-Hispanic",< HS,Child < 5,0,1,191282.0457
2021Q3,"White, Non-Hispanic",< HS,Child < 5,1,1,28073.8194
2021Q3,"White, Non-Hispanic",High School Diploma,No Children,0,0,3336083.7873
2021Q3,"White, Non-Hispanic",High School Diploma,No Children,0,1,6514173.8385
2021Q3,"White, Non-Hispanic",High School Diploma,No Children,1,1,408303.3248
2021Q3,"White, Non-Hispanic",High School Diploma,Older Children,0,0,2459737.0305
2021Q3,"White, Non-Hispanic",High School Diploma,Older Children,0,1,5441441.849
2021Q3,"White, Non-Hispanic",High School Diploma,Older Children,1,1,312086.1424
2021Q3,"White, Non-Hispanic",High School Diploma,Child < 5,0,0,1268867.9246
2021Q3,"White, Non-Hispanic",High School Diploma,Child < 5,0,1,1751191.1287
2021Q3,"White, Non-Hispanic",High School Diploma,Child < 5,1,1,166427.4022
2021Q3,"White, Non-Hispanic",Some College,No Children,0,0,2520856.5152
2021Q3,"White, Non-Hispanic",Some College,No Children,0,1,8499329.4551
2021Q3,"White, Non-Hispanic",Some College,No Children,1,1,505110.1094
2021Q3,"White, Non-Hispanic",Some College,Older Children,0,0,2634705.5797
2021Q3,"White, Non-Hispanic",Some College,Older Children,0,1,9002708.3491
2021Q3,"White, Non-Hispanic",Some College,Older Children,1,1,417786.8145
2021Q3,"White, Non-Hispanic",Some College,Child < 5,0,0,1737826.8385
2021Q3,"White, Non-Hispanic",Some College,Child < 5,0,1,2827344.7449
2021Q3,"White, Non-Hispanic",Some College,Child < 5,1,1,142366.5352
2021Q3,"White, Non-Hispanic",College +,No Children,0,0,2963382.4172
2021Q3,"White, Non-Hispanic",College +,No Children,0,1,21285343.537
2021Q3,"White, Non-Hispanic",College +,No Children,1,1,706432.4753
2021Q3,"White, Non-Hispanic",College +,Older Children,0,0,2959643.4049
2021Q3,"White, Non-Hispanic",College +,Older Children,0,1,15799359.016
2021Q3,"White, Non-Hispanic",College +,Older Children,1,1,397358.149
2021Q3,"White, Non-Hispanic",College +,Child < 5,0,0,2351517.4902
2021Q3,"White, Non-Hispanic",College +,Child < 5,0,1,7693231.7411
2021Q3,"White, Non-Hispanic",College +,Child < 5,1,1,202351.3546
2021Q3,All Other,< HS,No Children,0,0,163062.6447
2021Q3,All Other,< HS,No Children,0,1,166130.6524
2021Q3,All Other,< HS,No Children,1,1,4080.6584
2021Q3,All Other,< HS,Older Children,0,0,170801.7478
2021Q3,All Other,< HS,Older Children,0,1,304877.8267
2021Q3,All Other,< HS,Older Children,1,1,16203.9791
2021Q3,All Other,< HS,Child < 5,0,0,120811.4676
2021Q3,All Other,< HS,Child < 5,0,1,35388.1426
2021Q3,All Other,< HS,Child < 5,1,1,14909.9393
2021Q3,All Other,High School Diploma,No Children,0,0,380117.7594
2021Q3,All Other,High School Diploma,No Children,0,1,693974.456
2021Q3,All Other,High School Diploma,No Children,1,1,53529.8315
2021Q3,All Other,High School Diploma,Older Children,0,0,458699.5754
2021Q3,All Other,High School Diploma,Older Children,0,1,1074886.8618
2021Q3,All Other,High School Diploma,Older Children,1,1,86939.6981
2021Q3,All Other,High School Diploma,Child < 5,0,0,205873.1923
2021Q3,All Other,High School Diploma,Child < 5,0,1,262393.58
2021Q3,All Other,High School Diploma,Child < 5,1,1,40890.1128
2021Q3,All Other,Some College,No Children,0,0,355113.3644
2021Q3,All Other,Some College,No Children,0,1,1008536.8542
2021Q3,All Other,Some College,No Children,1,1,73708.8898
2021Q3,All Other,Some College,Older Children,0,0,316242.4249
2021Q3,All Other,Some College,Older Children,0,1,1038980.55
2021Q3,All Other,Some College,Older Children,1,1,58807.3263
2021Q3,All Other,Some College,Child < 5,0,0,312360.8503
2021Q3,All Other,Some College,Child < 5,0,1,287033.1154
2021Q3,All Other,Some College,Child < 5,1,1,17992.2456
2021Q3,All Other,College +,No Children,0,0,983493.8992
2021Q3,All Other,College +,No Children,0,1,4268805.244
2021Q3,All Other,College +,No Children,1,1,172321.225
2021Q3,All Other,College +,Older Children,0,0,1094207.0467
2021Q3,All Other,College +,Older Children,0,1,2981217.2188
2021Q3,All Other,College +,Older Children,1,1,75374.8689
2021Q3,All Other,College +,Child < 5,0,0,677607.4552
2021Q3,All Other,College +,Child < 5,0,1,1545922.3747
2021Q3,All Other,College +,Child < 5,1,1,67123.9338
2021Q4,"Black, Non-Hispanic",< HS,No Children,0,0,326518.259
2021Q4,"Black, Non-Hispanic",< HS,No Children,0,1,226658.0475
2021Q4,"Black, Non-Hispanic",< HS,No Children,1,1,8503.1156
2021Q4,"Black, Non-Hispanic",< HS,Older Children,0,0,251799.7552
2021Q4,"Black, Non-Hispanic",< HS,Older Children,0,1,334054.7094
2021Q4,"Black, Non-Hispanic",< HS,Older Children,1,1,48492.2685
2021Q4,"Black, Non-Hispanic",< HS,Child < 5,0,0,257855.6595
2021Q4,"Black, Non-Hispanic",< HS,Child < 5,0,1,88932.3296
2021Q4,"Black, Non-Hispanic",< HS,Child < 5,1,1,16554.5609
2021Q4,"Black, Non-Hispanic",High School Diploma,No Children,0,0,1097316.9837
2021Q4,"Black, Non-Hispanic",High School Diploma,No Children,0,1,2177807.0504
2021Q4,"Black, Non-Hispanic",High School Diploma,No Children,1,1,218509.5048
2021Q4,"Black, Non-Hispanic",High School Diploma,Older Children,0,0,810244.3632
2021Q4,"Black, Non-Hispanic",High School Diploma,Older Children,0,1,1648588.5329
2021Q4,"Black, Non-Hispanic",High School Diploma,Older Children,1,1,173442.5591
2021Q4,"Black, Non-Hispanic",High School Diploma,Child < 5,0,0,451896.3351
2021Q4,"Black, Non-Hispanic",High School Diploma,Child < 5,0,1,754520.0978
2021Q4,"Black, Non-Hispanic",High School Diploma,Child < 5,1,1,97821.4293
2021Q4,"Black, Non-Hispanic",Some College,No Children,0,0,687578.6188
2021Q4,"Black, Non-Hispanic",Some College,No Children,0,1,2510439.6282
2021Q4,"Black, Non-Hispanic",Some College,No Children,1,1,161070.7113
2021Q4,"Black, Non-Hispanic",Some College,Older Children,0,0,600035.2452
2021Q4,"Black, Non-Hispanic",Some College,Older Children,0,1,2924859.6355
2021Q4,"Black, Non-Hispanic",Some College,Older Children,1,1,145187.605
2021Q4,"Black, Non-Hispanic",Some College,Child < 5,0,0,349331.8746
2021Q4,"Black, Non-Hispanic",Some College,Child < 5,0,1,1001565.6301
2021Q4,"Black, Non-Hispanic",Some College,Child < 5,1,1,96919.6984
2021Q4,"Black, Non-Hispanic",College +,No Children,0,0,580166.7016
2021Q4,"Black, Non-Hispanic",College +,No Children,0,1,3411775.3356
2021Q4,"Black, Non-Hispanic",College +,No Children,1,1,111461.7267
2021Q4,"Black, Non-Hispanic",College +,Older Children,0,0,308809.2764
2021Q4,"Black, Non-Hispanic",College +,Older Children,0,1,2916183.9128
2021Q4,"Black, Non-Hispanic",College +,Older Children,1,1,86339.3674
2021Q4,"Black, Non-Hispanic",College +,Child < 5,0,0,254377.2142
2021Q4,"Black, Non-Hispanic",College +,Child < 5,0,1,1069101.304
2021Q4,"Black, Non-Hispanic",College +,Child < 5,1,1,26725.5522
2021Q4,Hispanic,< HS,No Children,0,0,587284.1116
2021Q4,Hispanic,< HS,No Children,0,1,705032.2743
2021Q4,Hispanic,< HS,No Children,1,1,73441.651
2021Q4,Hispanic,< HS,Older Children,0,0,2059080.0729
2021Q4,Hispanic,< HS,Older Children,0,1,2250200.005
2021Q4,Hispanic,< HS,Older Children,1,1,196955.1793
2021Q4,Hispanic,< HS,Child < 5,0,0,831542.4292
2021Q4,Hispanic,< HS,Child < 5,0,1,684216.9991
2021Q4,Hispanic,< HS,Child < 5,1,1,31630.4965
2021Q4,Hispanic,High School Diploma,No Children,0,0,926496.2228
2021Q4,Hispanic,High School Diploma,No Children,0,1,2018207.3169
2021Q4,Hispanic,High School Diploma,No Children,1,1,134406.6961
2021Q4,Hispanic,High School Diploma,Older Children,0,0,1958294.3344
2021Q4,Hispanic,High School Diploma,Older Children,0,1,3775302.7012
2021Q4,Hispanic,High School Diploma,Older Children,1,1,193031.6088
2021Q4,Hispanic,High School Diploma,Child < 5,0,0,1169805.8992
2021Q4,Hispanic,High School Diploma,Child < 5,0,1,1150874.2231
2021Q4,Hispanic,High School Diploma,Child < 5,1,1,138098.9522
2021Q4,Hispanic,Some College,No Children,0,0,606886.1617
2021Q4,Hispanic,Some College,No Children,0,1,2478345.1598
2021Q4,Hispanic,Some College,No Children,1,1,84074.6948
2021Q4,Hispanic,Some College,Older Children,0,0,935292.2278
2021Q4,Hispanic,Some College,Older Children,0,1,3072495.4001
2021Q4,Hispanic,Some College,Older Children,1,1,140153.0492
2021Q4,Hispanic,Some College,Child < 5,0,0,882549.4622
2021Q4,Hispanic,Some College,Child < 5,0,1,1184259.5568
2021Q4,Hispanic,Some College,Child < 5,1,1,91628.1713
2021Q4,Hispanic,College +,No Children,0,0,510677.9613
2021Q4,Hispanic,College +,No Children,0,1,3458774.6399
2021Q4,Hispanic,College +,No Children,1,1,118775.521
2021Q4,Hispanic,College +,Older Children,0,0,643463.898
2021Q4,Hispanic,College +,Older Children,0,1,2833490.5969
2021Q4,Hispanic,College +,Older Children,1,1,55149.4456
2021Q4,Hispanic,College +,Child < 5,0,0,525585.5756
2021Q4,Hispanic,College +,Child < 5,0,1,1246328.9553
2021Q4,Hispanic,College +,Child < 5,1,1,40880.3423
2021Q4,"White, Non-Hispanic",< HS,No Children,0,0,675926.668
2021Q4,"White, Non-Hispanic",< HS,No Children,0,1,586475.9695
2021Q4,"White, Non-Hispanic",< HS,No Children,1,1,38926.8132
2021Q4,"White, Non-Hispanic",< HS,Older Children,0,0,674390.154
2021Q4,"White, Non-Hispanic",< HS,Older Children,0,1,625560.345
2021Q4,"White, Non-Hispanic",< HS,Older Children,1,1,25086.1865
2021Q4,"White, Non-Hispanic",< HS,Child < 5,0,0,353087.5516
2021Q4,"White, Non-Hispanic",< HS,Child < 5,0,1,258607.3754
2021Q4,"White, Non-Hispanic",< HS,Child < 5,1,1,33713.7766
2021Q4,"White, Non-Hispanic",High School Diploma,No Children,0,0,3206910.6644
2021Q4,"White, Non-Hispanic",High School Diploma,No Children,0,1,6272443.8084
2021Q4,"White, Non-Hispanic",High School Diploma,No Children,1,1,310133.4634
2021Q4,"White, Non-Hispanic",High School Diploma,Older Children,0,0,2399692.7987
2021Q4,"White, Non-Hispanic",High School Diploma,Older Children,0,1,5724314.2891
2021Q4,"White, Non-Hispanic",High School Diploma,Older Children,1,1,248781.3835
2021Q4,"White, Non-Hispanic",High School Diploma,Child < 5,0,0,1197580.6023
2021Q4,"White, Non-Hispanic",High School Diploma,Child < 5,0,1,1642931.437
2021Q4,"White, Non-Hispanic",High School Diploma,Child < 5,1,1,83502.0992
2021Q4,"White, Non-Hispanic",Some College,No Children,0,0,2412973.5748
2021Q4,"White, Non-Hispanic",Some College,No Children,0,1,8942083.0755
2021Q4,"White, Non-Hispanic",Some College,No Children,1,1,403247.6833
2021Q4,"White, Non-Hispanic",Some College,Older Children,0,0,2538563.4892
2021Q4,"White, Non-Hispanic",Some College,Older Children,0,1,9202408.8209
2021Q4,"White, Non-Hispanic",Some College,Older Children,1,1,298093.8043
2021Q4,"White, Non-Hispanic",Some College,Child < 5,0,0,1485451.877
2021Q4,"White, Non-Hispanic",Some College,Child < 5,0,1,2818986.6932
2021Q4,"White, Non-Hispanic",Some College,Child < 5,1,1,75251.0558
2021Q4,"White, Non-Hispanic",College +,No Children,0,0,2884213.8615
2021Q4,"White, Non-Hispanic",College +,No Children,0,1,21894765.551
2021Q4,"White, Non-Hispanic",College +,No Children,1,1,394126.4908
2021Q4,"White, Non-Hispanic",College +,Older Children,0,0,2968630.2075
2021Q4,"White, Non-Hispanic",College +,Older Children,0,1,16379634.067
2021Q4,"White, Non-Hispanic",College +,Older Children,1,1,236661.6286
2021Q4,"White, Non-Hispanic",College +,Child < 5,0,0,2123290.7646
2021Q4,"White, Non-Hispanic",College +,Child < 5,0,1,8273132.1287
2021Q4,"White, Non-Hispanic",College +,Child < 5,1,1,80833.7965
2021Q4,All Other,< HS,No Children,0,0,134621.4507
2021Q4,All Other,< HS,No Children,0,1,153398.1485
2021Q4,All Other,< HS,No Children,1,1,5452.404
2021Q4,All Other,< HS,Older Children,0,0,201808.2194
2021Q4,All Other,< HS,Older Children,0,1,180859.7938
2021Q4,All Other,< HS,Older Children,1,1,28417.6647
2021Q4,All Other,< HS,Child < 5,0,0,79834.2631
2021Q4,All Other,< HS,Child < 5,0,1,49743.2887
2021Q4,All Other,< HS,Child < 5,1,1,1480.8485
2021Q4,All Other,High School Diploma,No Children,0,0,335272.5055
2021Q4,All Other,High School Diploma,No Children,0,1,784428.3717
2021Q4,All Other,High School Diploma,No Children,1,1,44289.7976
2021Q4,All Other,High School Diploma,Older Children,0,0,518880.275
2021Q4,All Other,High School Diploma,Older Children,0,1,1092734.0259
2021Q4,All Other,High School Diploma,Older Children,1,1,67764.9923
2021Q4,All Other,High School Diploma,Child < 5,0,0,231746.6475
2021Q4,All Other,High School Diploma,Child < 5,0,1,257454.9189
2021Q4,All Other,High School Diploma,Child < 5,1,1,17276.2493
2021Q4,All Other,Some College,No Children,0,0,453270.3636
2021Q4,All Other,Some College,No Children,0,1,999275.2205
2021Q4,All Other,Some College,No Children,1,1,40282.6013
2021Q4,All Other,Some College,Older Children,0,0,307479.0281
